(15991,872415232,24100)
(7610,1140850688,8951)
(24391,1115684864,13928)
(9446,872415232,9475)
(10803,1115684864,7113)
(19675,1140850688,20997)
(960,872415232,5404)
(11425,1166016512,24095)
(19389,1140850688,2382)
(1160,671088640,19080)
(2857,872415232,12214)
(3202,671088640,16655)
(12191,939524096,3169)
(20119,1140850688,5647)
(12207,939524096,3169)
(16848,1140850688,8408)
(10786,1101004800,23787)
(12305,1101004800,11622)
(15245,671088640,24427)
(1733,671088640,23856)
(16933,1115684864,411)
(17930,939524096,3169)
(9103,1115684864,19861)
(22193,872415232,23802)
(5867,1166016512,5938)
(18444,1199570944,9380)
(11312,939524096,3169)
(11375,1101004800,4781)
(9903,1115684864,2117)
(11172,939524096,3169)
(22377,1101004800,12883)
(26386,1115684864,23280)
(23613,1115684864,16976)
(448,1140850688,2339)
(19379,1115684864,15522)
(19859,872415232,22895)
(5303,1115684864,12798)
(4715,1115684864,8430)
(5429,671088640,17695)
(13683,671088640,12473)
(24268,671088640,9052)
(23975,872415232,25005)
(19641,671088640,19054)
(22160,671088640,38)
(12603,1166016512,11021)
(3270,939524096,3169)
(8801,872415232,5369)
(17186,1199570944,15138)
(5236,939524096,3169)
(3409,1115684864,22361)
(23401,1140850688,20997)
(14655,1115684864,15164)
(14347,872415232,15364)
(24479,872415232,16955)
(25293,671088640,20737)
(25190,872415232,16183)
(5740,1115684864,4912)
(14183,1115684864,3839)
(4322,1115684864,17104)
(4638,1115684864,5581)
(23291,1166016512,18850)
(20539,1140850688,22637)
(11166,1115684864,14253)
(16048,1115684864,22267)
(17744,671088640,24315)
(15391,1140850688,5647)
(21676,1166016512,8571)
(3284,1140850688,21869)
(14764,1115684864,1564)
(25375,872415232,19949)
(1643,939524096,3169)
(11783,671088640,13149)
(14347,1115684864,20889)
(15819,1101004800,3954)
(11505,1115684864,4750)
(17697,1233125376,11920)
(21007,671088640,3030)
(26049,1115684864,23974)
(5529,1140850688,8408)
(2117,671088640,7178)
(22880,1166016512,4290)
(2159,1115684864,17463)
(23775,671088640,8266)
(8845,1233125376,15714)
(1095,1115684864,8562)
(24611,671088640,8266)
(21494,671088640,3720)
(26020,1166016512,21840)
(7407,1233125376,72)
(17300,1166016512,21964)
(22175,1166016512,19343)
(7895,1115684864,12893)
(1906,1166016512,4179)
(9723,1115684864,7378)
(20288,671088640,23670)
(5239,1140850688,24725)
(8031,1101004800,15584)
(4978,1166016512,21264)
(3534,1115684864,6711)
(17815,671088640,316)
(13366,1115684864,11254)
(22136,939524096,3169)
(24955,1166016512,5784)
(5051,1166016512,26149)
(5001,939524096,3169)
(16229,1140850688,23086)
(14569,1233125376,24158)
(719,1199570944,22488)
(14111,1115684864,14797)
(6948,1115684864,3583)
(17520,872415232,21684)
(23207,939524096,3169)
(20135,1115684864,1598)
(3421,1233125376,20373)
(14699,1140850688,24725)
(7826,1115684864,2595)
(14250,1115684864,19684)
(26411,1115684864,6064)
(10096,671088640,9753)
(406,1233125376,8089)
(5559,939524096,3169)
(14829,1115684864,19019)
(2452,872415232,6540)
(1221,671088640,23498)
(1845,671088640,17880)
(21856,1115684864,12135)
(5606,1166016512,9429)
(10463,1166016512,11027)
(18582,1115684864,25007)
(17772,1115684864,10898)
(7141,872415232,8021)
(5552,872415232,10064)
(2817,872415232,13082)
(14267,671088640,12487)
(619,671088640,23511)
(14729,671088640,11388)
(5217,872415232,10107)
(24104,1115684864,24896)
(6217,1115684864,14254)
(3348,872415232,4679)
(16159,939524096,3169)
(12955,1115684864,23232)
(14183,671088640,1730)
(18622,1101004800,26383)
(8730,1115684864,77)
(19044,1115684864,10634)
(18942,1115684864,5555)
(8370,872415232,1009)
(14002,872415232,24872)
(4906,1140850688,21869)
(2260,671088640,19080)
(10998,872415232,11513)
(11799,1140850688,5647)
(10056,1166016512,320)
(14048,1115684864,4153)
(656,1166016512,5616)
(2950,671088640,14740)
(23119,939524096,3169)
(1781,1166016512,5410)
(15176,939524096,3169)
(6243,1115684864,3400)
(21280,1233125376,2971)
(25430,1115684864,16781)
(7787,939524096,3169)
(11032,1140850688,13179)
(24549,1115684864,12626)
(5873,939524096,3169)
(5218,671088640,249)
(2372,671088640,24427)
(24818,872415232,22921)
(7422,671088640,23498)
(97,671088640,5244)
(13291,1166016512,26345)
(23808,939524096,3169)
(12779,1115684864,6582)
(7799,1115684864,2117)
(20477,872415232,23583)
(9192,1166016512,11221)
(22557,671088640,17967)
(12844,939524096,3169)
(21336,1140850688,5109)
(25939,671088640,3493)
(14951,1166016512,17848)
(2120,1166016512,14480)
(10359,671088640,13045)
(25957,1101004800,12874)
(15886,1105199104,7205)
(4877,1115684864,8430)
(5246,1166016512,17283)
(15922,872415232,15231)
(11861,939524096,3169)
(4574,872415232,5943)
(23756,1140850688,13179)
(25208,1140850688,20997)
(15221,872415232,25560)
(19066,1124073472,734)
(10651,671088640,21759)
(5616,1199570944,8369)
(13145,1115684864,17836)
(20977,1140850688,23086)
(21947,1115684864,12399)
(11567,1115684864,15935)
(11419,1166016512,6583)
(15799,1115684864,9971)
(12320,1115684864,11092)
(11012,872415232,3210)
(14262,1115684864,16603)
(7161,671088640,23498)
(8560,1140850688,23086)
(23882,1166016512,20751)
(898,1140850688,5109)
(14454,1145044992,22637)
(20351,1115684864,4059)
(23844,939524096,3169)
(18165,1115684864,5500)
(22291,1115684864,13812)
(10695,671088640,3416)
(7421,1199570944,22963)
(14491,1233125376,14420)
(2584,1101004800,3545)
(14809,1115684864,11490)
(16561,1115684864,3070)
(5724,1233125376,8491)
(5048,1140850688,23086)
(7147,1115684864,9551)
(18526,872415232,22715)
(13827,939524096,3169)
(10419,1166016512,24850)
(15344,1166016512,23062)
(15098,1140850688,13179)
(19658,872415232,15895)
(16319,872415232,23990)
(22809,1166016512,4140)
(22812,1115684864,15860)
(13985,1115684864,8720)
(17892,1115684864,25395)
(19120,1140850688,8951)
(14184,1115684864,7703)
(4672,872415232,8985)
(5361,1140850688,10839)
(26199,872415232,23005)
(22773,939524096,3169)
(19321,872415232,19072)
(14523,939524096,3169)
(24850,1103101952,14350)
(17850,671088640,23498)
(11579,1166016512,7219)
(9710,1101004800,11595)
(1890,671088640,17113)
(24690,1101004800,8308)
(17110,872415232,16518)
(13404,872415232,13591)
(9707,1115684864,22747)
(458,1115684864,15565)
(13867,1105199104,11418)
(838,1115684864,77)
(17586,1115684864,978)
(24893,1166016512,9906)
(2708,671088640,16443)
(18582,1115684864,13344)
(5851,1115684864,25649)
(21677,1140850688,13179)
(14737,1115684864,21099)
(17548,1115684864,12661)
(3280,1115684864,16636)
(18771,1140850688,24725)
(12464,671088640,9753)
(2008,1115684864,12774)
(21396,872415232,18300)
(465,671088640,4835)
(24515,1140850688,20997)
(7011,1115684864,18706)
(24858,1115684864,23685)
(13540,939524096,3169)
(26065,1115684864,20479)
(7787,872415232,6886)
(3719,671088640,24427)
(8520,1140850688,13179)
(24680,872415232,20230)
(20742,1140850688,8951)
(19407,872415232,24044)
(4579,1140850688,5109)
(22428,1233125376,4439)
(23756,939524096,3169)
(6039,1166016512,25748)
(4229,1115684864,22082)
(9251,872415232,12030)
(476,1166016512,10527)
(9652,1145044992,21869)
(17838,671088640,23511)
(8135,671088640,20978)
(4562,671088640,9753)
(20526,671088640,19080)
(6621,939524096,3169)
(9142,1233125376,21131)
(11016,1166016512,265)
(18240,939524096,3169)
(14167,1140850688,8951)
(5419,671088640,23511)
(20353,671088640,3416)
(4890,939524096,3169)
(9745,1115684864,4482)
(23193,1166016512,6291)
(25597,1145044992,8408)
(13891,1233125376,9865)
(21805,1115684864,3945)
(15197,1224736768,22637)
(9262,1115684864,1874)
(23480,1115684864,1436)
(17848,1103101952,6576)
(9126,1140850688,22637)
(24504,939524096,3169)
(22324,1140850688,25365)
(17221,939524096,3169)
(22048,1115684864,23280)
(24161,1166016512,10926)
(25174,872415232,23715)
(14664,872415232,16371)
(4472,671088640,3416)
(20189,1115684864,1442)
(23658,872415232,22713)
(20373,1101004800,19346)
(13768,1140850688,23086)
(18904,1115684864,16976)
(12725,671088640,17880)
(5491,1233125376,23871)
(11019,1103101952,7696)
(24961,1115684864,11964)
(8531,1166016512,25208)
(21300,671088640,11388)
(12714,671088640,5537)
(18362,1006632960,163)
(12275,1115684864,2859)
(10910,1166016512,15922)
(20192,671088640,5730)
(11166,1115684864,11086)
(4279,1115684864,1901)
(20263,1115684864,26402)
(19935,1115684864,5274)
(11370,1166016512,25748)
(3697,872415232,3449)
(13108,1166016512,19476)
(17456,671088640,10692)
(19135,939524096,3169)
(344,939524096,3169)
(10743,671088640,3522)
(2802,1166016512,14465)
(916,1233125376,12353)
(10594,1115684864,9221)
(20377,1140850688,2382)
(12283,1199570944,26336)
(17410,1115684864,4341)
(1569,1115684864,5975)
(19482,671088640,6344)
(12622,671088640,11538)
(15789,1199570944,22747)
(12920,671088640,13960)
(17820,872415232,16002)
(13071,1140850688,8408)
(9886,1166016512,20898)
(4280,1115684864,12312)
(12848,671088640,11022)
(10586,1115684864,6340)
(24133,872415232,17943)
(20637,1115684864,21987)
(13826,1115684864,5602)
(2172,1166016512,24433)
(17456,939524096,3169)
(5505,1115684864,6695)
(2238,671088640,5005)
(18294,1115684864,25424)
(17045,872415232,25959)
(2462,1166016512,24518)
(9770,1140850688,20997)
(607,1124073472,15522)
(11910,671088640,326)
(12731,872415232,5402)
(18763,1166016512,441)
(12932,939524096,3169)
(21656,1166016512,12115)
(13507,1233125376,4439)
(8571,939524096,3169)
(25494,1166016512,23713)
(12243,1115684864,19625)
(2836,1140850688,2339)
(16848,939524096,3169)
(8195,1115684864,4004)
(6063,671088640,23511)
(19249,872415232,21944)
(3301,1115684864,14580)
(5952,1140850688,2382)
(16038,872415232,16028)
(25266,872415232,19585)
(6808,671088640,2175)
(6259,671088640,21846)
(15724,872415232,24196)
(4465,1105199104,9440)
(19171,939524096,3169)
(26303,1115684864,10046)
(400,1199570944,23942)
(5565,1140850688,20997)
(25279,1115684864,6215)
(9977,1115684864,21293)
(24739,939524096,3169)
(22328,1166016512,14811)
(15168,872415232,17789)
(17500,1101004800,18262)
(16420,1233125376,19476)
(15894,1140850688,23086)
(23911,1101004800,3537)
(6785,1115684864,17463)
(837,1115684864,25253)
(16107,671088640,3416)
(24269,671088640,3416)
(6953,1166016512,20391)
(21891,671088640,23670)
(12527,1166016512,14734)
(10516,1101004800,18530)
(2662,1115684864,22919)
(12880,939524096,3169)
(23573,1115684864,1970)
(225,1166016512,23765)
(23766,671088640,11793)
(12408,1140850688,20997)
(18475,939524096,3169)
(7996,872415232,534)
(22943,1166016512,17941)
(12154,671088640,8266)
(6314,1166016512,18362)
(2485,671088640,8266)
(20368,671088640,8266)
(14611,939524096,3169)
(25033,1140850688,25365)
(8300,939524096,3169)
(9250,872415232,5138)
(20993,671088640,23498)
(17779,939524096,3169)
(19156,1166016512,16957)
(21356,1166016512,17395)
(13717,1101004800,18714)
(23585,1224736768,2339)
(3250,939524096,3169)
(9656,1115684864,4943)
(8125,671088640,23856)
(20618,1166016512,400)
(24602,1145044992,23086)
(13206,939524096,3169)
(5216,939524096,3169)
(6840,671088640,3416)
(24489,1166016512,18513)
(821,1115684864,16266)
(8365,1233125376,26360)
(529,1115684864,6073)
(26097,1115684864,25513)
(1150,1140850688,22637)
(12145,671088640,20045)
(24208,671088640,9775)
(3225,671088640,15992)
(11387,939524096,3169)
(20025,872415232,21785)
(14667,1115684864,22592)
(23164,872415232,25861)
(17387,872415232,15028)
(20899,1166016512,8089)
(14579,1101004800,1943)
(745,872415232,11695)
(4468,939524096,3169)
(17283,1199570944,14650)
(23667,671088640,8266)
(9447,671088640,927)
(15356,671088640,15976)
(19189,671088640,927)
(23829,671088640,25144)
(17708,1115684864,15887)
(15824,1140850688,23086)
(25611,1115684864,10914)
(9993,1199570944,21190)
(17998,671088640,23498)
(16519,671088640,14847)
(8091,1166016512,13997)
(23830,671088640,9753)
(21563,872415232,15209)
(17344,1115684864,4988)
(681,872415232,6609)
(7322,1115684864,22747)
(15419,1233125376,9736)
(21296,1233125376,1156)
(2133,671088640,4050)
(10716,671088640,19083)
(24571,1140850688,5647)
(23576,1166016512,18322)
(22116,939524096,3169)
(13741,1166016512,24636)
(24253,671088640,325)
(25258,1140850688,2339)
(2056,671088640,16996)
(10023,1140850688,20997)
(14282,1233125376,12232)
(14743,1124073472,459)
(2587,1140850688,23086)
(10092,1166016512,24467)
(18326,1115684864,22314)
(22537,671088640,740)
(546,1166016512,2130)
(21096,1115684864,5180)
(24961,1233125376,7097)
(9632,1166016512,13117)
(3426,1140850688,5647)
(12130,671088640,1882)
(5425,1115684864,8293)
(818,1124073472,22488)
(15401,1115684864,20856)
(13256,1233125376,26161)
(20437,939524096,3169)
(9491,1115684864,14242)
(23365,1233125376,18153)
(2307,671088640,8455)
(6276,1166016512,4675)
(25208,1233125376,17147)
(14939,1115684864,8211)
(960,1105199104,17376)
(20150,939524096,3169)
(6418,1140850688,8408)
(25882,1166016512,2020)
(23582,872415232,14946)
(7078,939524096,3169)
(14805,1199570944,7303)
(14184,1115684864,16980)
(21662,1006632960,22233)
(7705,1115684864,8588)
(21696,671088640,23856)
(14137,939524096,3169)
(17910,1140850688,13179)
(25060,872415232,19007)
(11099,671088640,23511)
(25125,671088640,6344)
(26224,1166016512,14990)
(15269,671088640,6168)
(20114,939524096,3169)
(18388,1166016512,16116)
(13804,1101004800,3118)
(25979,1140850688,10839)
(1456,671088640,23856)
(25421,1115684864,11923)
(516,671088640,8772)
(10797,872415232,4558)
(15864,1101004800,12293)
(15201,1115684864,12350)
(6352,1115684864,20479)
(18603,1140850688,13179)
(8304,1166016512,17105)
(22612,872415232,14938)
(22424,1115684864,6695)
(11404,872415232,347)
(13118,939524096,3169)
(14557,1166016512,21602)
(16414,1140850688,13179)
(23099,1166016512,9973)
(23349,1115684864,18660)
(5593,671088640,23498)
(18772,1115684864,23280)
(6099,1140850688,23086)
(22260,1101004800,14671)
(22835,671088640,24569)
(413,671088640,23670)
(8468,671088640,23670)
(5066,1233125376,2837)
(8305,671088640,7443)
(4933,1166016512,4189)
(20832,1115684864,10530)
(7055,1115684864,6795)
(10085,1115684864,25939)
(11439,939524096,3169)
(299,1115684864,5607)
(21214,1115684864,4341)
(2657,1140850688,13179)
(3207,1166016512,18860)
(5252,1140850688,2382)
(14193,671088640,19080)
(8805,1166016512,13503)
(16295,872415232,26261)
(19379,1140850688,21869)
(3896,1115684864,11891)
(5164,939524096,3169)
(5300,1115684864,23276)
(24886,1115684864,16942)
(18460,1115684864,4616)
(18841,939524096,3169)
(8097,939524096,3169)
(20958,1166016512,2663)
(11504,1103101952,7773)
(19912,939524096,3169)
(12526,872415232,12627)
(22959,671088640,6274)
(9952,1115684864,8074)
(12083,939524096,3169)
(12352,1166016512,400)
(14918,1115684864,24331)
(25801,1115684864,25304)
(10352,1140850688,21869)
(8915,1115684864,10596)
(7567,671088640,17061)
(4310,1115684864,9742)
(14737,872415232,21247)
(10508,939524096,3169)
(8922,1115684864,3675)
(17971,1115684864,3176)
(11984,671088640,326)
(25958,1115684864,24272)
(17015,1166016512,12880)
(14236,1166016512,2711)
(12307,1166016512,15273)
(3512,671088640,11661)
(7903,1115684864,2197)
(18451,1166016512,9025)
(17828,1115684864,8534)
(2439,872415232,2994)
(6598,1166016512,6997)
(25643,872415232,20622)
(6950,872415232,7274)
(20195,872415232,20313)
(14547,1115684864,16781)
(4836,1115684864,12626)
(5257,1166016512,9533)
(20749,671088640,23498)
(13569,1115684864,4059)
(24816,872415232,20805)
(23487,1140850688,20997)
(4070,1166016512,19934)
(25107,1140850688,24725)
(25249,1006632960,21307)
(5505,1115684864,24896)
(25122,671088640,3900)
(7653,1140850688,24725)
(24110,671088640,20565)
(2001,1115684864,10826)
(22528,671088640,16978)
(10456,939524096,3169)
(2118,1166016512,2865)
(25415,1115684864,5390)
(7048,1140850688,8408)
(6827,1166016512,1203)
(26226,671088640,18250)
(18245,1115684864,14687)
(20297,939524096,3169)
(11811,1115684864,19945)
(24031,1166016512,6991)
(19279,1115684864,15402)
(1300,939524096,3169)
(17762,1115684864,15164)
(5751,1115684864,17761)
(1312,1115684864,19694)
(3913,872415232,7823)
(1607,671088640,21502)
(19471,1115684864,411)
(5057,872415232,10518)
(8802,1166016512,16899)
(12349,1166016512,18139)
(431,671088640,9762)
(17355,1115684864,25927)
(19272,1166016512,24125)
(18040,1166016512,24103)
(21287,1115684864,2978)
(16561,872415232,17591)
(19162,1115684864,4926)
(4941,671088640,8266)
(4783,1233125376,2522)
(26257,1166016512,25723)
(17910,939524096,3169)
(10236,1115684864,4341)
(343,1166016512,25116)
(17857,1166016512,24542)
(17291,1140850688,8951)
(2606,939524096,3169)
(14085,939524096,3169)
(16295,671088640,1170)
(3604,1101004800,23177)
(8511,1233125376,187)
(23681,1115684864,1229)
(12684,1166016512,1902)
(1748,1166016512,3327)
(1263,1115684864,1874)
(25834,872415232,24909)
(9634,671088640,23670)
(22744,1115684864,9451)
(14411,1115684864,7554)
(5165,1101004800,2299)
(1156,1199570944,7575)
(24769,1140850688,21028)
(8526,1166016512,20220)
(710,939524096,3169)
(23842,1140850688,8408)
(25421,1115684864,8512)
(24785,1101004800,25673)
(17779,1115684864,25253)
(3214,939524096,3169)
(25004,872415232,15166)
(10681,671088640,19080)
(185,1140850688,2339)
(5429,1140850688,13179)
(25449,1166016512,16239)
(25252,671088640,21733)
(13405,1166016512,19415)
(3796,1166016512,4288)
(18258,1233125376,23552)
(19119,872415232,24029)
(6179,1115684864,15296)
(7468,671088640,2694)
(22985,1166016512,8845)
(8149,939524096,3169)
(9082,0,536870912)
(11482,0,973078528)
(22582,0,536870912)
(82,0,973078528)
(22882,0,956301312)
(12682,0,402653184)
(11182,0,1174405120)
(682,0,1174405120)
(5482,0,956301312)
(5482,0,872415232)
(9982,0,469762048)
(19282,0,973078528)
(15082,0,536870912)
(10282,0,536870912)
(18982,0,973078528)
(20482,0,536870912)
(21382,0,536870912)
(23482,0,973078528)
(3082,0,1045692416)
(3382,0,956301312)
(22282,0,973078528)
(18382,0,973078528)
(11782,0,973078528)
(5182,0,973078528)
(21982,0,536870912)
(19882,0,1140850688)
(9382,0,536870912)
(2482,0,973078528)
(4582,0,536870912)
(24682,0,1045168128)
(13282,0,1174405120)
(24082,0,402653184)
(24982,0,956301312)
(6982,0,973078528)
(21082,0,536870912)
(14782,0,973078528)
(8182,0,536870912)
(20182,0,536870912)
(4282,0,956301312)
(4282,0,872415232)
(5782,0,956301312)
(3982,0,402653184)
(26182,0,536870912)
(15682,0,973078528)
(18682,0,536870912)
(17782,0,973078528)
(1582,0,536870912)
(16582,0,536870912)
(25882,0,536870912)
(10582,0,536870912)
(13582,0,1140850688)
(16282,0,973078528)
(6382,0,536870912)
(4882,0,536870912)
(3682,0,1174405120)
(6682,0,973078528)
(24382,0,1174405120)
(15382,0,469762048)
(12410,872415232,4488)
(19673,1166016512,14420)
(10667,1115684864,12553)
(11232,1115684864,1002)
(3713,1140850688,2382)
(9736,1105199104,13415)
(20596,1166016512,19191)
(5784,671088640,24510)
(6635,1140850688,13179)
(8495,1233125376,15043)
(11132,1166016512,104)
(17496,1233125376,20220)
(19644,939524096,3169)
(14517,671088640,21733)
(8409,1166016512,1674)
(3001,1166016512,1101)
(11773,1101004800,1511)
(18398,872415232,16635)
(8969,671088640,23856)
(4159,1233125376,400)
(10011,671088640,11605)
(15963,939524096,3169)
(24276,1166016512,8686)
(3809,1140850688,23086)
(13792,671088640,22604)
(23223,1140850688,13179)
(22936,1115684864,13356)
(3119,1115684864,5360)
(5796,671088640,16996)
(24869,1166016512,24851)
(21521,1233125376,23049)
(10204,1166016512,4183)
(22371,1166016512,7155)
(20958,1166016512,8346)
(5043,872415232,4309)
(14917,1101004800,25664)
(20042,1115684864,23333)
(8913,1115684864,19603)
(12613,872415232,4962)
(14145,1115684864,21293)
(4028,1115684864,2853)
(10980,1140850688,20997)
(1407,939524096,3169)
(17865,1115684864,4948)
(8797,1115684864,25406)
(8866,671088640,19080)
(10261,671088640,22365)
(18282,1115684864,11120)
(21482,1115684864,13528)
(14672,872415232,20949)
(7038,939524096,3169)
(10897,1166016512,13079)
(2289,671088640,22560)
(3122,872415232,2291)
(4114,872415232,13000)
(23437,1115684864,11272)
(25390,872415232,22454)
(9450,1115684864,5430)
(7258,1140850688,23086)
(25412,1140850688,13179)
(20846,1115684864,7955)
(2286,939524096,3169)
(6188,872415232,9053)
(4288,939524096,3169)
(22100,1115684864,21020)
(12860,872415232,7244)
(6565,1166016512,21662)
(8342,1115684864,18442)
(4252,671088640,18888)
(4700,1115684864,18657)
(1749,671088640,5301)
(3586,671088640,23511)
(3122,939524096,3169)
(11639,1115684864,1454)
(4854,1166016512,4055)
(19770,671088640,7498)
(3722,1115684864,5388)
(7021,671088640,23856)
(4607,1166016512,4905)
(18189,1166016512,5562)
(6725,1115684864,10401)
(6181,1115684864,2415)
(22530,1140850688,13179)
(3534,1115684864,9804)
(12524,1115684864,7854)
(21401,1233125376,13300)
(4419,872415232,7074)
(3589,1224736768,21028)
(18243,671088640,3416)
(24795,1166016512,4439)
(16897,1233125376,6934)
(10188,939524096,3169)
(18173,1115684864,13648)
(24325,1115684864,23685)
(1100,872415232,5124)
(25333,1140850688,5109)
(6926,872415232,7004)
(2355,1140850688,24725)
(18885,872415232,23760)
(3591,671088640,23670)
(15170,872415232,13644)
(13850,1115684864,25541)
(14721,872415232,25578)
(9961,1105199104,13413)
(1200,872415232,7985)
(24133,1115684864,2870)
(2480,872415232,9265)
(10254,1115684864,19147)
(9391,671088640,24569)
(17700,872415232,23170)
(5942,1140850688,2339)
(12207,671088640,15550)
(16706,1115684864,4057)
(2867,1115684864,10150)
(19006,1140850688,2339)
(4586,1166016512,23485)
(21210,1140850688,20997)
(16168,1101004800,24702)
(22597,671088640,19867)
(1982,1233125376,25723)
(15387,1140850688,2382)
(9417,1115684864,25916)
(4167,1166016512,16697)
(19896,1166016512,13745)
(3799,1166016512,6618)
(5224,1233125376,26358)
(3029,1115684864,17590)
(2318,872415232,6965)
(4573,671088640,24427)
(14904,1166016512,13067)
(15115,1115684864,11564)
(8779,1115684864,6711)
(21463,872415232,20530)
(1320,671088640,10003)
(1538,1115684864,17661)
(14148,671088640,10874)
(23836,1199570944,18587)
(8709,872415232,5083)
(26366,1166016512,7252)
(1202,872415232,13016)
(19153,1166016512,12232)
(16720,872415232,20048)
(2103,939524096,3169)
(16384,1115684864,5874)
(15367,1101004800,2922)
(20037,671088640,1425)
(7193,671088640,6240)
(16835,1166016512,21973)
(21005,939524096,3169)
(26251,1115684864,6600)
(14265,671088640,24569)
(19967,939524096,3169)
(2972,1166016512,2971)
(9976,1115684864,15841)
(18948,939524096,3169)
(10328,939524096,3169)
(20883,671088640,38)
(25217,872415232,14778)
(16810,872415232,16816)
(1355,939524096,3169)
(10041,939524096,3169)
(14791,1101004800,6023)
(11710,1115684864,13857)
(24317,1103101952,6734)
(14133,1199570944,8744)
(408,1166016512,15991)
(9425,1115684864,25939)
(4744,671088640,16013)
(22663,671088640,9693)
(8234,1115684864,5602)
(25038,1115684864,17688)
(12720,671088640,8206)
(4026,1115684864,4057)
(15598,1166016512,690)
(7157,1233125376,10549)
(14586,1140850688,8951)
(49,671088640,6344)
(12844,1115684864,16233)
(8666,872415232,4107)
(16229,1115684864,13840)
(18116,1233125376,7360)
(575,1166016512,23827)
(6822,671088640,13686)
(22980,872415232,14518)
(8321,1166016512,12455)
(16022,872415232,24027)
(2324,1101004800,21326)
(1032,1140850688,2339)
(22870,872415232,17193)
(26068,671088640,24569)
(19687,1115684864,4647)
(17911,1115684864,21961)
(16517,671088640,24569)
(19685,1166016512,10245)
(25228,872415232,16493)
(10213,1166016512,7111)
(11210,1115684864,16080)
(5174,1140850688,24725)
(6618,1199570944,5674)
(18975,872415232,23993)
(11556,872415232,1735)
(18164,1140850688,8951)
(5334,1115684864,9484)
(20389,1166016512,10116)
(6154,671088640,4123)
(18000,671088640,22421)
(11355,1115684864,25532)
(14934,671088640,24964)
(3301,1115684864,3044)
(3502,1166016512,8913)
(15725,1115684864,14241)
(10474,872415232,10139)
(26327,1166016512,15991)
(14461,671088640,16331)
(2938,1140850688,25365)
(3599,1233125376,1217)
(10206,1199570944,1951)
(4713,872415232,6180)
(14980,939524096,3169)
(2426,939524096,3169)
(20356,1115684864,7454)
(16843,1115684864,21854)
(13277,1115684864,18199)
(20784,872415232,14907)
(7097,1101004800,4781)
(8797,1140850688,21869)
(24698,1233125376,9025)
(6319,1115684864,15542)
(15254,1115684864,1842)
(8764,1115684864,24717)
(11148,1233125376,6196)
(9469,671088640,6877)
(26090,671088640,17113)
(12455,1006632960,24899)
(5423,1115684864,19211)
(17593,1140850688,21869)
(17730,939524096,3169)
(13941,1145044992,21028)
(12800,1166016512,1632)
(18789,1115684864,12385)
(4438,1115684864,2098)
(10951,1115684864,21429)
(13369,1166016512,3141)
(3409,939524096,3169)
(2687,1199570944,21618)
(17520,1115684864,15296)
(22192,1145044992,2382)
(11244,1115684864,202)
(10211,872415232,4122)
